Fecha de facturacion,SKU,Unidades facturadas,Precio unitario en pesos argentinos,Categoria,Monto facturado
2024-10-09,HJ1077,30,9062.97,Tijeras de Podar,271889.1
2024-10-14,HJ1072,70,2634.16,Tijeras de Podar,184391.2
2024-10-09,HJ1160,55,3307.72,Pulverizadores,181924.6
2024-10-14,HJ1037,50,5351.56,Palas,267578.0
2024-10-08,HJ1016,30,7057.81,Palas,211734.3
2024-10-08,HJ1200,3,5869.34,Pulverizadores,17608.02
2024-10-15,HJ1051,37,8659.77,Tijeras de Podar,320411.49
2024-10-19,HJ1155,76,4747.95,Pulverizadores,360844.2
2024-10-19,HJ1096,10,4150.19,Tijeras de Podar,41501.9
2024-10-03,HJ1126,20,3808.31,Rastrillos,76166.2
2024-10-03,HJ1050,15,5006.87,Tijeras de Podar,75103.05
2024-10-09,HJ1174,10,9515.28,Pulverizadores,95152.8
2024-10-22,HJ1124,66,1536.58,Rastrillos,101414.28
2024-10-19,HJ1159,24,1603.75,Pulverizadores,38490.0
2024-10-18,HJ1077,18,9062.97,Tijeras de Podar,163133.46
2024-10-07,HJ1176,10,3066.09,Pulverizadores,30660.9
2024-10-04,HJ1083,49,6166.94,Tijeras de Podar,302180.06
2024-10-21,HJ1171,25,2191.13,Pulverizadores,54778.25
2024-10-16,HJ1200,51,5869.34,Pulverizadores,299336.34
2024-10-22,HJ1059,68,3708.34,Tijeras de Podar,252167.12
2024-10-25,HJ1181,30,4005.58,Pulverizadores,120167.4
2024-10-27,HJ1094,9,4859.77,Tijeras de Podar,43737.93
2024-10-18,HJ1096,2,4150.19,Tijeras de Podar,8300.38
2024-10-06,HJ1039,3,2219.93,Palas,6659.79
2024-10-22,HJ1027,12,9970.87,Palas,119650.44
2024-10-03,HJ1045,2,5201.88,Palas,10403.76
2024-10-22,HJ1164,12,7720.07,Pulverizadores,92640.84
2024-10-23,HJ1119,73,5370.49,Rastrillos,392045.77
2024-10-12,HJ1083,2,6166.94,Tijeras de Podar,12333.88
2024-10-11,HJ1163,13,5045.51,Pulverizadores,65591.63
2024-10-23,HJ1058,26,2268.04,Tijeras de Podar,58969.04
2024-10-05,HJ1112,50,3477.73,Rastrillos,173886.5
2024-10-12,HJ1104,8,5216.12,Rastrillos,41728.96
2024-10-10,HJ1097,13,4207.33,Tijeras de Podar,54695.29
2024-10-25,HJ1039,13,2219.93,Palas,28859.09
2024-10-10,HJ1123,13,8444.49,Rastrillos,109778.37
2024-10-25,HJ1025,7,3817.09,Palas,26719.63
2024-10-22,HJ1105,49,1843.18,Rastrillos,90315.82
2024-10-04,HJ1065,52,6369.85,Tijeras de Podar,331232.2
2024-10-28,HJ1174,46,9515.28,Pulverizadores,437702.88
2024-10-18,HJ1190,1,4053.38,Pulverizadores,4053.38
2024-10-21,HJ1108,35,4592.39,Rastrillos,160733.65
2024-10-11,HJ1072,7,2634.16,Tijeras de Podar,18439.12
2024-10-13,HJ1084,16,5323.99,Tijeras de Podar,85183.84
2024-10-23,HJ1022,14,2797.22,Palas,39161.08
2024-10-19,HJ1094,3,4859.77,Tijeras de Podar,14579.31
2024-10-05,HJ1076,9,6518.81,Tijeras de Podar,58669.29
2024-10-07,HJ1048,16,6473.86,Palas,103581.76
2024-10-11,HJ1179,37,7432.89,Pulverizadores,275016.93
2024-10-23,HJ1056,10,6113.22,Tijeras de Podar,61132.2
2024-10-05,HJ1160,37,3307.72,Pulverizadores,122385.64
2024-10-26,HJ1108,46,4592.39,Rastrillos,211249.94
2024-10-22,HJ1004,51,5768.25,Palas,294180.75
2024-10-05,HJ1048,7,6473.86,Palas,45317.02
2024-10-04,HJ1048,14,6473.86,Palas,90634.04
2024-10-09,HJ1155,17,4747.95,Pulverizadores,80715.15
2024-10-06,HJ1034,36,2381.03,Palas,85717.08
2024-10-03,HJ1163,4,5045.51,Pulverizadores,20182.04
2024-10-16,HJ1065,1,6369.85,Tijeras de Podar,6369.85
2024-10-22,HJ1176,38,3066.09,Pulverizadores,116511.42
2024-10-05,HJ1176,15,3066.09,Pulverizadores,45991.35
2024-10-05,HJ1077,3,9062.97,Tijeras de Podar,27188.91
2024-10-19,HJ1027,82,9970.87,Palas,817611.34
2024-10-20,HJ1090,13,2497.5,Tijeras de Podar,32467.5
2024-10-23,HJ1164,81,7720.07,Pulverizadores,625325.67
2024-10-26,HJ1004,2,5768.25,Palas,11536.5
2024-10-17,HJ1100,78,6003.27,Rastrillos,468255.06
2024-10-07,HJ1150,12,8285.54,Pulverizadores,99426.48
2024-10-19,HJ1056,5,6113.22,Tijeras de Podar,30566.1
2024-10-18,HJ1027,18,9970.87,Palas,179475.66
2024-10-04,HJ1058,8,2268.04,Tijeras de Podar,18144.32
2024-10-13,HJ1123,41,8444.49,Rastrillos,346224.09
2024-10-15,HJ1131,78,7539.61,Rastrillos,588089.58
2024-10-18,HJ1050,72,5006.87,Tijeras de Podar,360494.64
2024-10-27,HJ1005,14,9981.47,Palas,139740.58
2024-10-26,HJ1197,1,4120.75,Pulverizadores,4120.75
2024-10-08,HJ1080,9,3447.71,Tijeras de Podar,31029.39
2024-10-12,HJ1004,1,5768.25,Palas,5768.25
2024-10-13,HJ1060,39,7191.95,Tijeras de Podar,280486.05
2024-10-20,HJ1048,6,6473.86,Palas,38843.16
2024-10-20,HJ1094,10,4859.77,Tijeras de Podar,48597.7
2024-10-20,HJ1182,5,7349.02,Pulverizadores,36745.1
2024-10-11,HJ1104,45,5216.12,Rastrillos,234725.4
2024-10-07,HJ1030,40,4736.49,Palas,189459.6
2024-10-21,HJ1124,59,1536.58,Rastrillos,90658.22
2024-10-17,HJ1184,8,7259.25,Pulverizadores,58074.0
2024-10-02,HJ1163,3,5045.51,Pulverizadores,15136.53
2024-10-24,HJ1132,36,1870.69,Rastrillos,67344.84
2024-10-18,HJ1181,1,4005.58,Pulverizadores,4005.58
2024-10-26,HJ1113,59,3525.53,Rastrillos,208006.27
2024-10-08,HJ1078,61,1372.4,Tijeras de Podar,83716.4
2024-10-20,HJ1094,11,4859.77,Tijeras de Podar,53457.47
2024-10-09,HJ1022,29,2797.22,Palas,81119.38
2024-10-10,HJ1023,43,10052.79,Palas,432269.97
2024-10-14,HJ1182,16,7349.02,Pulverizadores,117584.32
2024-10-18,HJ1024,9,1759.55,Palas,15835.95
2024-10-14,HJ1035,22,7918.56,Palas,174208.32
2024-10-18,HJ1094,8,4859.77,Tijeras de Podar,38878.16
2024-10-12,HJ1027,30,9970.87,Palas,299126.1
2024-10-06,HJ1200,3,5869.34,Pulverizadores,17608.02
2024-10-11,HJ1183,37,1127.6,Pulverizadores,41721.2
2024-10-23,HJ1105,49,1843.18,Rastrillos,90315.82
2024-10-04,HJ1163,6,5045.51,Pulverizadores,30273.06
2024-10-21,HJ1159,1,1603.75,Pulverizadores,1603.75
2024-10-14,HJ1144,38,1985.46,Rastrillos,75447.48
2024-10-18,HJ1176,76,3066.09,Pulverizadores,233022.84
2024-10-19,HJ1139,18,8974.25,Rastrillos,161536.5
2024-10-08,HJ1115,87,7838.36,Rastrillos,681937.32
2024-10-13,HJ1018,16,2130.31,Palas,34084.96
2024-10-16,HJ1192,11,5570.19,Pulverizadores,61272.09
2024-10-07,HJ1004,90,5768.25,Palas,519142.5
2024-10-28,HJ1184,4,7259.25,Pulverizadores,29037.0
2024-10-15,HJ1174,30,9515.28,Pulverizadores,285458.4
2024-10-17,HJ1075,45,6523.87,Tijeras de Podar,293574.15
2024-10-14,HJ1024,7,1759.55,Palas,12316.85
2024-10-12,HJ1097,11,4207.33,Tijeras de Podar,46280.63
2024-10-16,HJ1096,2,4150.19,Tijeras de Podar,8300.38
2024-10-25,HJ1160,8,3307.72,Pulverizadores,26461.76
2024-10-10,HJ1184,37,7259.25,Pulverizadores,268592.25
2024-10-15,HJ1149,1,9192.03,Rastrillos,9192.03
2024-10-09,HJ1039,50,2219.93,Palas,110996.5
2024-10-10,HJ1072,10,2634.16,Tijeras de Podar,26341.6
2024-10-07,HJ1192,36,5570.19,Pulverizadores,200526.84
2024-10-05,HJ1086,11,2517.24,Tijeras de Podar,27689.64
2024-10-15,HJ1051,26,8659.77,Tijeras de Podar,225154.02
2024-10-24,HJ1051,2,8659.77,Tijeras de Podar,17319.54
2024-10-25,HJ1045,49,5201.88,Palas,254892.12
2024-10-11,HJ1165,1,9212.85,Pulverizadores,9212.85
2024-10-12,HJ1082,24,8104.94,Tijeras de Podar,194518.56
2024-10-10,HJ1027,5,9970.87,Palas,49854.35
2024-10-17,HJ1119,12,5370.49,Rastrillos,64445.88
2024-10-19,HJ1016,57,7057.81,Palas,402295.17
2024-10-07,HJ1142,1,8576.12,Rastrillos,8576.12
2024-10-13,HJ1136,8,9138.19,Rastrillos,73105.52
2024-10-15,HJ1060,33,7191.95,Tijeras de Podar,237334.35
2024-10-22,HJ1003,6,6143.3,Palas,36859.8
2024-10-13,HJ1061,63,10179.37,Tijeras de Podar,641300.31
2024-10-10,HJ1022,2,2797.22,Palas,5594.44
2024-10-14,HJ1156,16,1868.19,Pulverizadores,29891.04
2024-10-14,HJ1160,10,3307.72,Pulverizadores,33077.2
2024-10-10,HJ1174,11,9515.28,Pulverizadores,104668.08
2024-10-20,HJ1179,16,7432.89,Pulverizadores,118926.24
2024-10-19,HJ1099,10,10092.41,Tijeras de Podar,100924.1
2024-10-12,HJ1136,27,9138.19,Rastrillos,246731.13
2024-10-21,HJ1190,1,4053.38,Pulverizadores,4053.38
2024-10-13,HJ1025,13,3817.09,Palas,49622.17
2024-10-13,HJ1176,3,3066.09,Pulverizadores,9198.27
2024-10-26,HJ1088,20,6106.99,Tijeras de Podar,122139.8
2024-10-28,HJ1120,33,5832.14,Rastrillos,192460.62
2024-10-20,HJ1195,77,6178.26,Pulverizadores,475726.02
2024-10-19,HJ1078,6,1372.4,Tijeras de Podar,8234.4
2024-10-08,HJ1090,43,2497.5,Tijeras de Podar,107392.5
2024-10-10,HJ1090,36,2497.5,Tijeras de Podar,89910.0
2024-10-08,HJ1097,11,4207.33,Tijeras de Podar,46280.63
2024-10-17,HJ1061,11,10179.37,Tijeras de Podar,111973.07
2024-10-24,HJ1037,10,5351.56,Palas,53515.6
2024-10-14,HJ1050,74,5006.87,Tijeras de Podar,370508.38
2024-10-17,HJ1135,25,1757.04,Rastrillos,43926.0
2024-10-07,HJ1124,11,1536.58,Rastrillos,16902.38
2024-10-27,HJ1200,10,5869.34,Pulverizadores,58693.4
2024-10-23,HJ1004,58,5768.25,Palas,334558.5
2024-10-23,HJ1058,4,2268.04,Tijeras de Podar,9072.16
2024-10-22,HJ1082,4,8104.94,Tijeras de Podar,32419.76
2024-10-23,HJ1124,10,1536.58,Rastrillos,15365.8
2024-10-18,HJ1113,7,3525.53,Rastrillos,24678.71
2024-10-24,HJ1078,20,1372.4,Tijeras de Podar,27448.0
2024-10-09,HJ1028,29,9067.02,Palas,262943.58
2024-10-05,HJ1067,68,6981.31,Tijeras de Podar,474729.08
2024-10-18,HJ1116,33,5095.16,Rastrillos,168140.28
2024-10-16,HJ1048,33,6473.86,Palas,213637.38
2024-10-23,HJ1086,2,2517.24,Tijeras de Podar,5034.48
2024-10-22,HJ1028,5,9067.02,Palas,45335.1
2024-10-14,HJ1162,3,6737.14,Pulverizadores,20211.42
2024-10-07,HJ1061,44,10179.37,Tijeras de Podar,447892.28
2024-10-12,HJ1174,72,9515.28,Pulverizadores,685100.16
2024-10-21,HJ1042,8,8455.8,Palas,67646.4
2024-10-15,HJ1150,34,8285.54,Pulverizadores,281708.36
2024-10-24,HJ1143,7,8252.38,Rastrillos,57766.66
2024-10-20,HJ1037,33,5351.56,Palas,176601.48
2024-10-09,HJ1192,26,5570.19,Pulverizadores,144824.94
2024-10-13,HJ1094,23,4859.77,Tijeras de Podar,111774.71
2024-10-16,HJ1108,8,4592.39,Rastrillos,36739.12
2024-10-09,HJ1108,9,4592.39,Rastrillos,41331.51
2024-10-17,HJ1028,27,9067.02,Palas,244809.54
2024-10-14,HJ1133,25,10196.6,Rastrillos,254915.0
2024-10-08,HJ1100,46,6003.27,Rastrillos,276150.42
2024-10-13,HJ1005,20,9981.47,Palas,199629.4
2024-10-11,HJ1182,4,7349.02,Pulverizadores,29396.08
2024-10-07,HJ1160,1,3307.72,Pulverizadores,3307.72
2024-10-08,HJ1132,45,1870.69,Rastrillos,84181.05
2024-10-15,HJ1100,32,6003.27,Rastrillos,192104.64
2024-10-19,HJ1131,1,7539.61,Rastrillos,7539.61
2024-10-24,HJ1116,42,5095.16,Rastrillos,213996.72
2024-10-20,HJ1120,3,5832.14,Rastrillos,17496.42
2024-10-12,HJ1030,30,4736.49,Palas,142094.7
2024-10-08,HJ1097,1,4207.33,Tijeras de Podar,4207.33
2024-10-17,HJ1096,2,4150.19,Tijeras de Podar,8300.38
2024-10-25,HJ1069,9,4900.83,Tijeras de Podar,44107.47
2024-10-15,HJ1099,21,10092.41,Tijeras de Podar,211940.61
2024-10-13,HJ1108,52,4592.39,Rastrillos,238804.28
2024-10-13,HJ1042,1,8455.8,Palas,8455.8
2024-10-11,HJ1150,69,8285.54,Pulverizadores,571702.26
2024-10-17,HJ1104,6,5216.12,Rastrillos,31296.72
2024-10-17,HJ1028,25,9067.02,Palas,226675.5
2024-10-08,HJ1113,76,3525.53,Rastrillos,267940.28
2024-10-11,HJ1119,45,5370.49,Rastrillos,241672.05
2024-10-06,HJ1065,18,6369.85,Tijeras de Podar,114657.3
2024-10-25,HJ1179,2,7432.89,Pulverizadores,14865.78
2024-10-03,HJ1183,21,1127.6,Pulverizadores,23679.6
2024-10-17,HJ1093,8,4362.06,Tijeras de Podar,34896.48
2024-10-13,HJ1106,42,7111.29,Rastrillos,298674.18
2024-10-13,HJ1133,4,10196.6,Rastrillos,40786.4
2024-10-10,HJ1059,12,3708.34,Tijeras de Podar,44500.08
2024-10-05,HJ1197,7,4120.75,Pulverizadores,28845.25
2024-10-10,HJ1045,26,5201.88,Palas,135248.88
2024-10-07,HJ1080,44,3447.71,Tijeras de Podar,151699.24
2024-10-25,HJ1132,15,1870.69,Rastrillos,28060.35
2024-10-07,HJ1050,21,5006.87,Tijeras de Podar,105144.27
2024-10-05,HJ1099,74,10092.41,Tijeras de Podar,746838.34
2024-10-10,HJ1149,9,9192.03,Rastrillos,82728.27
2024-10-21,HJ1083,82,6166.94,Tijeras de Podar,505689.08
2024-10-08,HJ1060,17,7191.95,Tijeras de Podar,122263.15
2024-10-13,HJ1048,4,6473.86,Palas,25895.44
2024-10-06,HJ1051,31,8659.77,Tijeras de Podar,268452.87
2024-10-10,HJ1050,10,5006.87,Tijeras de Podar,50068.7
2024-10-09,HJ1056,9,6113.22,Tijeras de Podar,55018.98
2024-10-20,HJ1176,19,3066.09,Pulverizadores,58255.71
2024-10-21,HJ1171,23,2191.13,Pulverizadores,50395.99
2024-10-12,HJ1099,43,10092.41,Tijeras de Podar,433973.63
2024-10-17,HJ1139,16,8974.25,Rastrillos,143588.0
2024-10-05,HJ1061,1,10179.37,Tijeras de Podar,10179.37
2024-10-06,HJ1200,2,5869.34,Pulverizadores,11738.68
2024-10-15,HJ1039,57,2219.93,Palas,126536.01
2024-10-09,HJ1093,31,4362.06,Tijeras de Podar,135223.86
2024-10-10,HJ1139,2,8974.25,Rastrillos,17948.5
2024-10-12,HJ1003,66,6143.3,Palas,405457.8
2024-10-15,HJ1165,53,9212.85,Pulverizadores,488281.05
2024-10-16,HJ1080,19,3447.71,Tijeras de Podar,65506.49
2024-10-20,HJ1104,24,5216.12,Rastrillos,125186.88
2024-10-16,HJ1023,6,10052.79,Palas,60316.74
2024-10-09,HJ1197,70,4120.75,Pulverizadores,288452.5
2024-10-27,HJ1192,39,5570.19,Pulverizadores,217237.41
2024-10-28,HJ1152,11,8429.66,Pulverizadores,92726.26
2024-10-04,HJ1123,1,8444.49,Rastrillos,8444.49
2024-10-19,HJ1027,69,9970.87,Palas,687990.03
2024-10-09,HJ1124,30,1536.58,Rastrillos,46097.4
2024-10-13,HJ1005,52,9981.47,Palas,519036.44
2024-10-24,HJ1094,5,4859.77,Tijeras de Podar,24298.85
2024-10-15,HJ1163,48,5045.51,Pulverizadores,242184.48
2024-10-12,HJ1183,10,1127.6,Pulverizadores,11276.0
2024-10-14,HJ1034,91,2381.03,Palas,216673.73
2024-10-27,HJ1152,28,8429.66,Pulverizadores,236030.48
2024-10-16,HJ1035,20,7918.56,Palas,158371.2
2024-10-23,HJ1069,16,4900.83,Tijeras de Podar,78413.28
2024-10-26,HJ1133,45,10196.6,Rastrillos,458847.0
2024-10-14,HJ1065,7,6369.85,Tijeras de Podar,44588.95
2024-10-15,HJ1025,3,3817.09,Palas,11451.27
2024-10-20,HJ1179,62,7432.89,Pulverizadores,460839.18
2024-10-25,HJ1025,45,3817.09,Palas,171769.05
2024-10-24,HJ1034,18,2381.03,Palas,42858.54
2024-10-18,HJ1039,65,2219.93,Palas,144295.45
2024-10-05,HJ1100,22,6003.27,Rastrillos,132071.94
2024-10-05,HJ1197,2,4120.75,Pulverizadores,8241.5
2024-10-07,HJ1078,25,1372.4,Tijeras de Podar,34310.0
2024-10-02,HJ1018,93,2130.31,Palas,198118.83
2024-10-21,HJ1176,25,3066.09,Pulverizadores,76652.25
2024-10-22,HJ1097,14,4207.33,Tijeras de Podar,58902.62
2024-10-14,HJ1160,15,3307.72,Pulverizadores,49615.8
2024-10-14,HJ1077,46,9062.97,Tijeras de Podar,416896.62
2024-10-12,HJ1163,18,5045.51,Pulverizadores,90819.18
2024-10-26,HJ1097,69,4207.33,Tijeras de Podar,290305.77
2024-10-17,HJ1080,16,3447.71,Tijeras de Podar,55163.36
2024-10-21,HJ1179,2,7432.89,Pulverizadores,14865.78
2024-10-09,HJ1171,64,2191.13,Pulverizadores,140232.32
2024-10-08,HJ1100,15,6003.27,Rastrillos,90049.05
2024-10-09,HJ1144,36,1985.46,Rastrillos,71476.56
2024-10-12,HJ1184,13,7259.25,Pulverizadores,94370.25
2024-10-21,HJ1077,63,9062.97,Tijeras de Podar,570967.11
2024-10-20,HJ1027,28,9970.87,Palas,279184.36
2024-10-18,HJ1139,7,8974.25,Rastrillos,62819.75
2024-10-16,HJ1106,3,7111.29,Rastrillos,21333.87
2024-10-10,HJ1150,16,8285.54,Pulverizadores,132568.64
2024-10-09,HJ1123,41,8444.49,Rastrillos,346224.09
2024-10-14,HJ1150,21,8285.54,Pulverizadores,173996.34
2024-10-03,HJ1100,40,6003.27,Rastrillos,240130.8
2024-10-22,HJ1176,15,3066.09,Pulverizadores,45991.35
2024-10-17,HJ1097,30,4207.33,Tijeras de Podar,126219.9
2024-10-21,HJ1171,7,2191.13,Pulverizadores,15337.91
2024-10-19,HJ1168,6,6900.51,Pulverizadores,41403.06
2024-10-08,HJ1017,34,9655.22,Palas,328277.48
2024-10-15,HJ1113,65,3525.53,Rastrillos,229159.45
2024-10-09,HJ1160,50,3307.72,Pulverizadores,165386.0
2024-10-22,HJ1078,5,1372.4,Tijeras de Podar,6862.0
2024-10-02,HJ1179,6,7432.89,Pulverizadores,44597.34
2024-10-23,HJ1086,3,2517.24,Tijeras de Podar,7551.72
2024-10-08,HJ1072,27,2634.16,Tijeras de Podar,71122.32
2024-10-21,HJ1124,22,1536.58,Rastrillos,33804.76
2024-10-19,HJ1143,54,8252.38,Rastrillos,445628.52
2024-10-21,HJ1030,58,4736.49,Palas,274716.42
2024-10-09,HJ1067,59,6981.31,Tijeras de Podar,411897.29
2024-10-23,HJ1088,16,6106.99,Tijeras de Podar,97711.84
2024-10-22,HJ1084,6,5323.99,Tijeras de Podar,31943.94
2024-10-20,HJ1113,35,3525.53,Rastrillos,123393.55
2024-10-09,HJ1200,67,5869.34,Pulverizadores,393245.78
2024-10-25,HJ1156,20,1868.19,Pulverizadores,37363.8
2024-10-15,HJ1003,65,6143.3,Palas,399314.5
2024-10-10,HJ1028,30,9067.02,Palas,272010.6
2024-10-22,HJ1078,20,1372.4,Tijeras de Podar,27448.0
2024-10-13,HJ1077,1,9062.97,Tijeras de Podar,9062.97
2024-10-08,HJ1088,45,6106.99,Tijeras de Podar,274814.55
2024-10-21,HJ1039,39,2219.93,Palas,86577.27
2024-10-10,HJ1168,1,6900.51,Pulverizadores,6900.51
2024-10-11,HJ1076,28,6518.81,Tijeras de Podar,182526.68
2024-10-12,HJ1197,6,4120.75,Pulverizadores,24724.5
2024-10-03,HJ1035,76,7918.56,Palas,601810.56
2024-10-09,HJ1181,43,4005.58,Pulverizadores,172239.94
2024-10-08,HJ1084,7,5323.99,Tijeras de Podar,37267.93
2024-10-09,HJ1099,14,10092.41,Tijeras de Podar,141293.74
2024-10-23,HJ1192,36,5570.19,Pulverizadores,200526.84
2024-10-26,HJ1155,90,4747.95,Pulverizadores,427315.5
2024-10-19,HJ1181,52,4005.58,Pulverizadores,208290.16
2024-10-20,HJ1132,2,1870.69,Rastrillos,3741.38
2024-10-24,HJ1112,25,3477.73,Rastrillos,86943.25
2024-10-12,HJ1182,47,7349.02,Pulverizadores,345403.94
2024-10-18,HJ1120,53,5832.14,Rastrillos,309103.42
2024-10-07,HJ1115,14,7838.36,Rastrillos,109737.04
2024-10-20,HJ1162,6,6737.14,Pulverizadores,40422.84
2024-10-20,HJ1059,31,3708.34,Tijeras de Podar,114958.54
2024-10-12,HJ1096,6,4150.19,Tijeras de Podar,24901.14
2024-10-19,HJ1108,54,4592.39,Rastrillos,247989.06
2024-10-12,HJ1176,26,3066.09,Pulverizadores,79718.34
2024-10-22,HJ1143,19,8252.38,Rastrillos,156795.22
2024-10-03,HJ1035,2,7918.56,Palas,15837.12
2024-10-14,HJ1030,36,4736.49,Palas,170513.64
2024-10-10,HJ1060,9,7191.95,Tijeras de Podar,64727.55
2024-10-05,HJ1061,2,10179.37,Tijeras de Podar,20358.74
2024-10-15,HJ1108,65,4592.39,Rastrillos,298505.35
2024-10-19,HJ1133,8,10196.6,Rastrillos,81572.8
2024-10-20,HJ1179,2,7432.89,Pulverizadores,14865.78
2024-10-20,HJ1050,30,5006.87,Tijeras de Podar,150206.1
2024-10-20,HJ1184,35,7259.25,Pulverizadores,254073.75
2024-10-24,HJ1123,14,8444.49,Rastrillos,118222.86
2024-10-12,HJ1060,20,7191.95,Tijeras de Podar,143839.0
2024-10-06,HJ1075,5,6523.87,Tijeras de Podar,32619.35
2024-10-11,HJ1106,62,7111.29,Rastrillos,440899.98
2024-10-07,HJ1135,22,1757.04,Rastrillos,38654.88
2024-10-09,HJ1004,37,5768.25,Palas,213425.25
2024-10-18,HJ1094,10,4859.77,Tijeras de Podar,48597.7
2024-10-18,HJ1200,32,5869.34,Pulverizadores,187818.88
2024-10-11,HJ1176,7,3066.09,Pulverizadores,21462.63
2024-10-18,HJ1156,3,1868.19,Pulverizadores,5604.57
2024-10-18,HJ1077,1,9062.97,Tijeras de Podar,9062.97
2024-10-03,HJ1116,10,5095.16,Rastrillos,50951.6
2024-10-05,HJ1050,7,5006.87,Tijeras de Podar,35048.09
2024-10-05,HJ1056,15,6113.22,Tijeras de Podar,91698.3
2024-10-22,HJ1190,30,4053.38,Pulverizadores,121601.4
2024-10-14,HJ1077,15,9062.97,Tijeras de Podar,135944.55
2024-10-08,HJ1143,22,8252.38,Rastrillos,181552.36
2024-10-27,HJ1027,60,9970.87,Palas,598252.2
2024-10-05,HJ1181,10,4005.58,Pulverizadores,40055.8
2024-10-14,HJ1082,20,8104.94,Tijeras de Podar,162098.8
2024-10-11,HJ1082,18,8104.94,Tijeras de Podar,145888.92
2024-10-12,HJ1184,81,7259.25,Pulverizadores,587999.25
2024-10-12,HJ1096,11,4150.19,Tijeras de Podar,45652.09
2024-10-20,HJ1149,29,9192.03,Rastrillos,266568.87
2024-10-20,HJ1078,6,1372.4,Tijeras de Podar,8234.4
2024-10-11,HJ1048,4,6473.86,Palas,25895.44
2024-10-16,HJ1048,6,6473.86,Palas,38843.16
2024-10-20,HJ1197,4,4120.75,Pulverizadores,16483.0
2024-10-14,HJ1039,15,2219.93,Palas,33298.95
2024-10-02,HJ1168,13,6900.51,Pulverizadores,89706.63
2024-10-09,HJ1037,56,5351.56,Palas,299687.36
2024-10-19,HJ1105,15,1843.18,Rastrillos,27647.7
2024-10-11,HJ1028,11,9067.02,Palas,99737.22
2024-10-17,HJ1058,5,2268.04,Tijeras de Podar,11340.2
2024-10-27,HJ1115,38,7838.36,Rastrillos,297857.68
2024-10-21,HJ1067,25,6981.31,Tijeras de Podar,174532.75
2024-10-19,HJ1088,14,6106.99,Tijeras de Podar,85497.86
2024-10-15,HJ1058,1,2268.04,Tijeras de Podar,2268.04
2024-10-06,HJ1100,2,6003.27,Rastrillos,12006.54
2024-10-19,HJ1045,20,5201.88,Palas,104037.6
2024-10-18,HJ1124,4,1536.58,Rastrillos,6146.32
2024-10-21,HJ1113,28,3525.53,Rastrillos,98714.84
2024-10-12,HJ1190,2,4053.38,Pulverizadores,8106.76
2024-10-12,HJ1160,8,3307.72,Pulverizadores,26461.76
2024-10-09,HJ1096,7,4150.19,Tijeras de Podar,29051.33
2024-10-18,HJ1190,89,4053.38,Pulverizadores,360750.82
2024-10-11,HJ1097,2,4207.33,Tijeras de Podar,8414.66
2024-10-11,HJ1058,46,2268.04,Tijeras de Podar,104329.84
2024-10-23,HJ1086,43,2517.24,Tijeras de Podar,108241.32
2024-10-13,HJ1003,9,6143.3,Palas,55289.7
2024-10-22,HJ1102,7,5164.97,Rastrillos,36154.79
2024-10-11,HJ1099,17,10092.41,Tijeras de Podar,171570.97
2024-10-24,HJ1165,12,9212.85,Pulverizadores,110554.2
2024-10-16,HJ1039,10,2219.93,Palas,22199.3
2024-10-15,HJ1027,34,9970.87,Palas,339009.58
2024-10-05,HJ1082,4,8104.94,Tijeras de Podar,32419.76
2024-10-12,HJ1152,84,8429.66,Pulverizadores,708091.44
2024-10-21,HJ1163,9,5045.51,Pulverizadores,45409.59
2024-10-07,HJ1038,4,1340.81,Palas,5363.24
2024-10-09,HJ1031,8,1955.55,Palas,15644.4
2024-10-19,HJ1135,1,1757.04,Rastrillos,1757.04
2024-10-10,HJ1162,42,6737.14,Pulverizadores,282959.88
2024-10-14,HJ1077,45,9062.97,Tijeras de Podar,407833.65
2024-10-18,HJ1094,21,4859.77,Tijeras de Podar,102055.17
2024-10-14,HJ1182,26,7349.02,Pulverizadores,191074.52
2024-10-10,HJ1034,27,2381.03,Palas,64287.81
2024-10-11,HJ1005,49,9981.47,Palas,489092.03
2024-10-21,HJ1080,9,3447.71,Tijeras de Podar,31029.39
2024-10-17,HJ1078,4,1372.4,Tijeras de Podar,5489.6
2024-10-20,HJ1086,15,2517.24,Tijeras de Podar,37758.6
2024-10-14,HJ1060,39,7191.95,Tijeras de Podar,280486.05
2024-10-20,HJ1119,22,5370.49,Rastrillos,118150.78
2024-10-08,HJ1028,14,9067.02,Palas,126938.28
2024-10-23,HJ1126,14,3808.31,Rastrillos,53316.34
2024-10-09,HJ1030,62,4736.49,Palas,293662.38
2024-10-16,HJ1023,76,10052.79,Palas,764012.04
2024-10-10,HJ1136,36,9138.19,Rastrillos,328974.84
2024-10-24,HJ1090,41,2497.5,Tijeras de Podar,102397.5
2024-10-09,HJ1083,44,6166.94,Tijeras de Podar,271345.36
2024-10-11,HJ1168,10,6900.51,Pulverizadores,69005.1
2024-10-22,HJ1164,9,7720.07,Pulverizadores,69480.63
2024-10-22,HJ1067,17,6981.31,Tijeras de Podar,118682.27
2024-10-04,HJ1152,52,8429.66,Pulverizadores,438342.32
2024-10-18,HJ1060,38,7191.95,Tijeras de Podar,273294.1
2024-10-15,HJ1056,34,6113.22,Tijeras de Podar,207849.48
2024-10-22,HJ1102,78,5164.97,Rastrillos,402867.66
2024-10-15,HJ1119,59,5370.49,Rastrillos,316858.91
